artist,title,spotify_uri,original_lang,length,translation_review_required,lyrics_in_en,qa_pred_lang,qa_pred_confidence
Yorushika,晴る,6kFIakexzgsZwsfWDmb36o,sw,1038,False,"Anata wa kaze no you ni
Me wo tojite wa yuugure
Nani wo omotteirun darou ka, hmm

Mabuta wo hiraiitea
Anata no me wa biidoro
Sukoshi dake haru no nioi ga shita

A hare is a hare, he has no sake
Saite haru no sei
Furiyameba ame de sae
Anata wo kazaru haru
Mune wo utsu oto yo nage
Bokura haru kaze
Ano kumo mo koeteyuke
Tooku topic tooku made

The heart is sticky
Me wo tojite wa aoiro
Nani ga kanashii no darou ka, hmm

Mabuta wo hiraiteiru
Anata no me ni biidoro
Ima sukoshi ame no nioi ga shita

Naki ni nake, sora yo nake
Naite ame no sei
Furishikiru ame de sae
Kumo no ue de wa haru
Tsuchi wo utsu oto yo nare
Bokura haru are
Ano umi mo koeteyuku
Tooku topic tooku made

Tooriame kusa wo nabikase
Hitsuji kumo are mo haru no sei
Kaze no you mune ni haru nose
Haru wo matsu

A hare is a hare, sora yo sake
Saite haru no sei
Furiyameba ame de sae
Anata wo kazaru haru
Mune wo utsu oto kanade
Bokura does not rush
Oto is kiku haru no kaze
Watch kono uta yo nage!

A hare is a hare, he has no sake
Saite haru no sei
Ano kumo mo koeteyuke
Tooku topic tooku made",en,0.5560302734375
Kenshi Yonezu,春雷,6megNXGjmim4OitjZnIn9v,zh,2081,False,"Kenshi Yonezu “Shunrai” Roma Lyrics
Araware ta sore wa haru no massaichū e mo ie nu mama kagayai te i tas
Donnakotoba mo donnateburi mo tari yashi nai mitaida
Sono hi kara boku no mune ni wa arashi ga sumitsui ta mama hanare nai n da
Hito no koe o kari ta aoi me no rakurai da
Yure nagara odoru sono kami no kuro ga ta no dore yori ya ka deshi ta
Sutto kie sō na masshiroi hada ni yoku niatte mashi ta
Anata ni wa kono sekai no irodori ga dō mieru no ka shiri taku te ima
Hō ni te o nobashi ta koware sō de tada kowakatta
Subete wa anata no omoidōri kanashikutte chirabatta omoi mo subete
Anata ga kure ta purezento
Yurayura fukare te fukai madoi itami ui koishii
Kotoba ni suru no mo katachi ni suru no mo sono dore mo ga satoshi taba nakutte
Tada me o mitsume ta suruto anata wa futto yasashiku waratta n da
Shagare ta kokoro mo sazameku himitsu mo ki ga tsuke ba konagona ni natte
Setsuna no ma ni itami ni ta koi ga karada o hashitta n da
Fukai madoi itami ui kurikaeshi itsunomanika haru ni natta
Amai kaori nokoshi kageri koi kogashi fukaku fukaku mayoikon da
Hanabira ga chire ba anata to osaraba sorenara boku to odori mase n ka
Chū o mau hana ga dōmo anata mitai de mairi mashi ta
Yagate mata megurikuru haru no saichū soko wa yutaka na hida mari deshi ta
Mi o yatsushi te yama nai anna arashi wa doko e yara
Madamada kokoro wa kaere nai sono hosoi koe de dōka damashi te okure
Karakara ni karehateru made
Furafura yurare te amai kaori nokoshi kageri maboroshi
Kiki tai kotoba mo ii tai omoi mo warau kurai yama hodo atte
Soredemo anata o mae ni suru to nani ni mo de te wa ko nai nante
Kogetsuku itami mo sashi komu shibire mo kuchi o tsugun da koi to wakatte
Anata no kokoro ni hashi o kakeru daiji na raiu da to shitta n da
Dōka damashi te okure ‘ai’ to waratte okure
Itsuka kieru hi made sonomama de i te
Kotoba ni suru no mo katachi ni suru no mo sono dore mo ga satoshi taba nakutte
Tada me o mitsume ta suruto anata wa futto yasashiku waratta n da
Shagare ta kokoro mo sazameku himitsu mo ki ga tsuke ba konagona ni natte
Setsuna no ma ni itami ni ta koi ga karada o hashitta n da",en,0.2140588015317917
David Tao,就是愛妳,73eCSQ1DxQbaOnzy8PhKx3,zh,2567,False,"Yeah~ Woah~ Yeah~ Da da da
I always wanted to tell you
Wǒ yīzhí dōu xiǎng duì nǐ shuō
I’ve always wanted to tell you
You give me unexpected happiness
Nǐ gěi wǒ xiǎngbùdào de kuàilè
You’ve given me happiness beyond belief
Like an oasis to the desert
Xiàng lǜzhōu gěile shāmò
Like an oasis in a desert

Say you will always be with me
Shuō nǐ huì yǒngyuǎn péizhe wǒ
Say that you will forever be by my side
Be my roots and my wings
Zuò wǒ de gēn wǒ chìbǎng
Be my root, my wings
Let me fly and have a nest to return to
Ràng wǒ fēi yěyǒu huíqù de wō
Let me fly and have a nest to return to
I do, I can too
Wǒ yuànyì wǒ yě kěyǐ
I am willing and I am able
It won't be a pity if you give everything
Fùchū yīqiè yě bù huì kěxí
To give up everything without any regrets
Just watch the time pass together
Jiù zài yīqǐ kàn shíjiān liúshì
Let’s just be together and watch time pass by
Remember the way we love each other
Yào jìde wǒmen xiāng’ài de fāngshì
Must remember the way of our love
Just love you, love you
Jiùshì ài nǐ àizhe nǐ
I just love you, loving you
There is sadness and joy, but with you, the plainness also has meaning.
yǒu bēi yǒuxǐ yǒu nǐ píngdàn yěyǒule yìyì
With sorrow, with joy, with you even ordinary is meaningful
Just love you, love you
Jiùshì ài nǐ àizhe nǐ
I just love you, just loving you
Sweet and reassuring, that feeling is you
Tiánmì yòu ānxīn nà zhǒng gǎnjué jiùshì nǐ
Sweet and comfortable, that kind of feeling is just you
I always wanted to tell you
Wǒ yīzhí dōu xiǎng duì nǐ shuō
I’ve always wanted to tell you
You give me unexpected happiness
Nǐ gěi wǒ xiǎngbùdào de kuàilè
You’ve given me happiness beyond belief
Like an oasis to the desert
Xiàng lǜzhōu gěile shāmò
Like an oasis in a desert
Say you will always be with me
Shuō nǐ huì yǒngyuǎn péizhe wǒ
Say that you will forever be by my side
Be my roots and my wings
Zuò wǒ de gēn wǒ chìbǎng
Be my root, my wings
Let me fly and have a nest to return to
Ràng wǒ fēi yěyǒu huíqù de wō
Let me fly and have a nest to return to
I am willing, really willing
Wǒ yuànyì zhēn de yuànyì
I am willing, truly willing
I will give everything to protect you
Fùchū suǒyǒu yě yào bǎohù nǐ
To give up everything to protect you
Oh, together, time continues to pass
Oh zài yīqǐ shíjiān jìxù liúshì
Oh together as time continues to pass
Please remember how much I love you
Qǐng jìde wǒ yǒu duōme de ài nǐ
Please remember how much I love you
*
Oh, I just love you, love you
Oh jiùshì ài nǐ àizhe nǐ
Oh I just love you, loving you
Don’t give up, don’t leave, don’t care how many winds and rains there are along the way
Bù qì bù líkāi bù zàiyì yīlù yǒu duōshǎo fēngyǔ
Won’t abandon, won’t leave, won’t mind how much wind and rain there’ll be
Just love you, love you
Jiùshì ài nǐ àizhe nǐ
I just love you, loving you
Putting it in the palm of your hand, all the splendid happiness is given to you
Fàng zài nǐ shǒuxīn cànlàn de xìngfú quán gěi nǐ
I place all of the radiant happiness into the palm of your hands
Repeat*
**
Oh, I just love you, love you
Oh jiùshì ài nǐ àizhe nǐ
Oh I just love you, loving you
I'm willing to do both
Wǒ dū yuànyì
I’m fully willing
Just love you, love you
Jiùshì ài nǐ àizhe nǐ
I just love you, loving you
want us to be together
Yào wǒmen zài yīqǐ
I want us to be together
Repeat **",en,0.6185005903244019
玖壹壹,下輩子,73Ijz3vN9KP1W5qrfNeWMI,zh,796,True,"我知 妳老母都嫌我醜
I know your dad is unhappy with me
I know your dog bit me three times
全家伙都賭爛 其實我都會知

我寄呼妳的信 都給妳爸撕掉
我打電話去妳家 擱呼妳媽掛掉
連我走去妳家 都有人來討債
我不敢相信 自己怎會甲衰小
妳老爸老母看我無 我選里長給他看
伊嫌我不夠好野 但我有好的心肝
送芒果去妳家又呼妳爸丟在地下
我發誓 下輩子 我要娶他女兒
我拜天 我拜地 求菩薩讓咱作夥
妳永遠 是家裡 最甲意 那一個
這世人沒辦法給妳山盟海誓
後世人再帶妳去呷妳最愛的燒酒螺

妳說下輩子如果我還記得妳
我們死也要在一起
Like instructions to fall into hypnosis
我又開始昏迷不醒
好吧下輩子如果我還記得妳
妳的誓言可別忘記
不過一張明信片而已
我已隨他走入 下個輪迴裡

這輩子無法的話 那可以下輩子好嗎
妳說當朋友的話 那我也就這樣做吧
我看著妳去愛誰 比做牛做馬還累
妳的另一半在哪裡我I DONT CARE
我什麼時候 會離開 在走上奈何橋
不選擇孟婆湯的話 我吞下那不該吃的藥
為了可以在人群之中讓我更快的找到妳
我決定在離開前 我先來帶個望遠鏡
COME ON BABY 說好下輩子妳要在我身邊
我還會記得那牌子 跟妳最愛抽的菸
我更他媽的希望時間可以再快一點
讓我過完這輩子 完成我的心願
沒有了天長地久 真的我沒差
下輩子還要記得妳 是我的真心話
就算是角色互換 那我真的沒關係
反正 也 對阿 對阿 我心甘情願的被妳插

妳說下輩子如果我還記得妳
我們死也要在一起
Like instructions to fall into hypnosis
我又開始昏迷不醒
好吧下輩子如果我還記得妳
妳的誓言可別忘記
不過一張明信片而已
我已隨他走入 下個輪迴裡

這輩子無法的話我沒差
只想跟妳說我的真心話
一個無理的要求 答應我好嗎
不管是天堂地獄 我都沒在怕",zh,0.8417162895202637
黃奇斌,若無你我欲去佗位,76EfpqmO6JUL2TTR1SIGwz,zh,420,True,"若無你我欲去佗位
我愛你毋但彼當時
我盡力習慣沒有你
卻無法放過我自己

咱做伙生活的彼跤皮箱
閣寫有你的名字
親像咱猶原鬥陣
是你將咱的愛情攏變做不得已
是我毋情願你離開

最後 傷的是我 吼的是我 閣放我一個人
你好膽 著應我一聲
夠了 誰又能做選擇 (沒有選擇) 痛過 才懂
最後 咱的一切 無應無回 閣拍無一個家
你講過 咱攏袂改變
哪知 你無欲閣轉來 (無法轉來) 是我 應該

若無你我欲去佗位
我也曾想過去找你

咱談情說愛的彼張相片
閣囥佇我的身邊
親像咱猶原鬥陣
是你將咱的愛情攏變做不得已
是我毋情願你離開

最後 傷的是我 吼的是我 閣放我一個人
你好膽 著應我一聲
夠了 誰又能做選擇 痛過 才懂
最後 咱的一切 無應無回 閣拍無一個家
你講過 咱攏袂改變
哪知 你無欲閣轉來 是我 應該

若無你我欲去佗位
我愛你毋但彼當時
我盡力習慣沒有你",zh,0.9994214177131653
David Tao,普通朋友,7CTitzr4eVIDCPUJi5Dr4B,zh,631,True,"等待 我隨時隨地在等待
做妳感情上的依賴
我沒有任何的疑問 這是愛
我猜妳早就想說明白
我覺得自己好失敗
從天堂掉落到深淵 多無奈

我願意改變 (What can I do?)
重新再來一次 (Just give me a chance)
我無法只是普通朋友
感情已那麼深 叫我怎麼放手

但妳說 I only wanna be your friend 做個朋友
In your heart, I am just a friend, not a lover
我感激你對我這樣的坦白 (這樣的坦白)
但我給你的愛暫時收不回來
So I can't just be your friend
I just can't be your friend

我猜 妳早就想要說明白
我覺得自己好失敗
從天堂掉落到深淵 多無奈

我願意改變 (What can I do?)
重新再來一遍 (Just give me a chance)
我無法只是普通朋友
感情已那麼深 叫我怎麼能放手

但妳說 I only wanna be your friend 做個朋友
In your heart, I am just a friend, not a lover
我感激你對我這樣的坦白 (這樣的坦白)
但我給你的愛暫時收不回來
So I can't just be your friend
I just can’t be your friend

No, no, no
I can't just be your friend
Can't be just friends",zh,0.9859452247619629
"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,en,1000,False,"2012The Knowing
Rolling Stone
Wicked Games
The Zone (feat. Drake)2013Kiss Land
Twenty Eight
Belong To The World
Live For (feat. Drake)
Pretty2014Often
King Of The Fall2015Earned It
The Hills
Can't Feel My Face
Tell Your Friends
In The Night2016In The Night (Short Version)
Starboy (feat. Daft Punk)
False Alarm
M A N I A2017Party Monster
Reminder
I Feel It Coming (feat. Daft Punk)2018Call Out My Name2019Heartless2020Blinding Lights
After Hours (Short Film)
In Your Eyes
Too Late
Until I Bleed Out2021Can't Feel My Face (Alternate Video)
Die For You
Echoes of Silence
Moth To A Flame (with Swedish House Mafia)
Save Your Tears
Take My Breath Away
Try Me2022Gasoline
How Do I Make You Love Me?
Out of Time
Sacrifice2023Double Fantasy
Is There Someone Else?
One Of The Girls (with JEANNIE & Lily-Rose Depp)2024Dancing In The Flames
Popular
São Paulo
Timeless2025Baptized In Fear
Cry For Me
Drive
Hurry Up Tomorrow
Open Hearts
One Week Until Tomorrow
Red Terror",en,0.6229109168052673
张远,看着我的眼睛说,7d6eShN6yVeR4Y2Md9uCA4,zh,604,True,"今天你生日我準備了好多
也把驚喜偷偷藏口袋左側
只等你回家 我就陪你過
再把準備很久的話對你說

天空好像隱隱要下起雨了
我們坐在沙發上彼此沉默
我問你為什麽說分手 是我哪有錯
你說我很好 只是他回來了

來 你看著我的眼睛說
你從沒愛過我
再看著我的眼睛說
你一點都不難過
我雖然沒那麽懂事
但絕不攔你這一次
如果你說 想要回到有他在的城市

來 你看著我的眼睛說
你從沒愛過我
再看著我的眼睛說
你一點都不難過
我攥緊手裡的戒指
它本該有一個名字（有一個名字）
如果你生日願望是回到他身旁
我幫你這最後一次

明明說好去看好多風景的
吹著海風聽你最愛聽的歌
可那些承諾 換個人也能做
他憑什麽這麽簡單 就能贏了我

來 你看著我的眼睛說
你從沒愛過我
再看著我的眼睛說
你一點都不難過
我雖然沒那麽懂事
但絕不攔你這一次
如果你說 想要回到有他在的城市

來 你看著我的眼睛說
你從沒愛過我
再看著我的眼睛說
你一點都不難過
我攥緊手裡的戒指（手裡的戒指）
它本該有一個名字（它該有個名字）
如果你生日願望是回到他身旁
我幫你這最後一次

來 你看著我的眼睛說
再看著我的眼睛說
你看著我的眼睛說
你從沒愛過我

那是段美好的回憶
只是差了一個結局
請記得我曾認認真真的愛過
該遺憾的不是我",zh,0.9816523790359497
ORANGE RANGE,イケナイ太陽,7emibp3qHeqNNYqZ2Y09xb,eo,1877,False,"ROMAJI
Hoo ikenai taiyou na na
Chotto deiikara mise tekurenaika
O mae no sekushi. feromon de ore meromero
Ahfurechaisoudemo ikenai no!
Jojo ni takana ru kodou yamera renaiwa
Kawasu su kotoba no kioku tooku kuchimoto no ugoki ni yure ugoku
Nure ta kami wo nade ta soshite ah?
Abc tsuzuka nai sonnanja dame janai
Datte kokoro no oku wa chigan jyanai?
Ore no seishun sannamonjanai atsuku oku de hate taiyo
Kitto kimi janakya ya dayo ore wa ikenai taiyou na
(akai ito) nante esoragoto demo shitagokoro desae shinji taino
Ore wa tadashi i kimi mo tadashi i tonikakumou sayuu sarenai ze
Damashi damasa re mune uzuku heta na shibai ga yori moriage ru yoru
Iki ga mimi ni fureta futari ah
Abc tsuzuka nai sonnanja dame janai
Datte kokoro no oku wa chigan jyanai?
Atashino seishun sonnamonjanai atsuku oku de hate taiyo
Kitto kimi janakya yadayo atashi ikenai taiyou na
Majiwa su kotoba no kioku tooku kuchimoto no ugoki ni yure ugoku
Nure ta kami wo nade ta soshite ah
ABC, abc tsuzuka nai sonnanja dame janai
Datte kokoro no oku wa chigaun jyanai?
Ore no seishun sannamonjanai atsuku oku de hate taiyo
Kitto kimi janakya yadayo ore wa ikenai taiyou
Karami au ito wa kunto ore wo musubu akai ito na na

KANJI
Hoo naughty sun na na
Na, na, na, na, na, na, na, na
Could you please show me just a little bit?
Your sexy pheromones make me melt
Ah, I feel like I'm going to touch you, but I'm naughty!
I can't stop my heartbeat that gradually increases
The memories of the words we exchanged are far away, swaying with the movement of our lips.
I stroked my wet hair and ah?
ABC won't last, it's not okay like that.
Because deep inside your heart, isn't it different?
My youth is nothing like that, I want to end it passionately deep inside.
I'm sure it has to be you.
I'm a naughty sun
Na, na, na, na, na, na, na, na
""Red thread"" is just a fantasy, but I want to believe even if it's an ulterior motive
I'm right, you're right too, anyway, I can't be influenced anymore
The night where my heart tingles as I'm deceived and deceived, the bad play makes the night even more exciting.
The two of us whose breath touched our ears ah
ABC won't last, it's not okay like that.
Because deep inside your heart, isn't it different?
My youth is nothing like that, I want to end it passionately deep inside.
I'm sure it has to be you.
I'm a naughty sun
The memories of the words we exchanged are far away, swaying with the movement of our lips.
I stroked my wet hair and ah?
ABC ABC it won't last, it's not okay like that
Because deep inside your heart, isn't it different?
My youth is nothing like that, I want to end it passionately deep inside.
I'm sure it has to be you.
I'm a naughty sun
The intertwined thread is a red thread that connects you and me
Na, na, na, na, na, na, na, na",eo,0.2028326839208603
Nicky Lee,想太多,7IiSESHLOtsoEXTlXa0bjJ,zh,332,True,"有些夢 不能戳破 怕誰會難過
有些話 中肯得讓我 好想躲
倒過來看 才看懂世界 不完美
或許負負 也不會得正 無所謂
拆穿美好假象 需要一點負能量 來平衡現實和幻想
打破溫室的牆 需要一點負能量 讓我們學會堅強
我需要一點負能量
我需要一點負能量
我們都長大了 卻沒有從前快樂 是哪裡壞了
我們都畢業了 卻開始在學習著 人生的及格
倒過來看 才看懂世界 不完美
或許負負 也不會得正 無所謂
拆穿美好假象 需要一點負能量 來平衡現實和幻想
打破溫室的牆 需要一點負能量 讓我們學會堅強
我需要一點負能量
我需要一點負能量
醒醒吧拜託 我們自找的煩惱太多
有些 苦不必擺脫 一笑帶過 會更開闊
我需要一點負能量
我需要一點負能量",zh,0.9989821314811707
Jay Chou,一路向北,7KoqEF76fGnDYdxTSHLxcm,gd,1226,False,"Hòu shì jìng lǐ de sìjiè yuè lái yuè yuǎn de dào bié
Nǐ zhuǎnshēn xiàngbèi cè liǎn háishì hěn měi
Wǒ yòng yǎnguāng qù zhuī jìng tīngjiàn nǐ de lèi
Zài chē chuāngwàimiàn páihuái shì wǒ cuòshī de jīhuì
Nǐ zhàn de fāngwèi gēn wǒ zhōng jiàn gézhe lèi
Jiējǐng yīzhí zài hòutuì nǐ de bēngkuì zài chuāngwài língsuì

Wǒ yīlù xiàng běi líkāi yǒu nǐ de jìjié
Nǐ shuō nǐ hǎo lèi yǐ wúfǎ zài ài shàng sheí
Fēng zài shānlù chuī guòwǎng de huàmiàn quándōu shì wǒ bùduì
Xì shù cánkuì wǒ shāng nǐ jǐ huí

Hòu shì jìng lǐ de sìjiè yuè lái yuè yuǎn de dào bié
Nǐ zhuǎnshēn xiàngbèi cè liǎn háishì hěn měi
Wǒ yòng yǎnguāng qù zhuī jìng tīngjiàn nǐ de lèi
Zài chē chuāng wàimiàn páihuái shì wǒ cuòshī de jīhuì
Nǐ zhàn de fāngwèi gēn wǒ zhōng jiàn gézhe lèi
Jiējǐng yīzhí zài hòutuì nǐ de bēngkuì zài chuāng wài língsuì

Wǒ yīlù xiàng běi líkāi yǒu nǐ de jìjié
Nǐ shuō nǐ hǎo lèi yǐ wúfǎ zài ài shàng shuí
Fēng zài shānlù chuī guòwǎng de huàmiàn quándōu shì wǒ bùduì
Xì shù cánkuì wǒ shāng nǐ jǐ huí
Wǒ yīlù xiàng běi líkāi yǒu nǐ de jìjié
Fāngxiàngpán zhōuwéi huízhuǎnzhe wǒ de hòuhuǐ
Wǒ jiāsù chāoyuè què shuǎi bù diào jǐn jǐn gēnsuí de shāng bēi
Xì shù cánkuì wǒ shāng nǐ jǐ huí
Tíngzhǐ lángbèi jiù rang cuò chúncuì",gd,0.17178548872470856
Amazing Show,捲菸,7ks6KrwN2DKhEm06X85qEK,zh,721,True,"我們曾經那麼快樂 現在卻不愛了
我說妳這樣太扯 妳說妳不愛台客
該來的那天還是來了 我唱著哀歌
這段感情失敗了 但我會一直在這
我們像是天南和地北 截然不同的地位
我們像是淑真和水扁 苦撐多少的淬煉
承諾還是無法兌現 我只能說人會變
妳也不用覺得虧欠 妳要愛誰我隨便

但是我還會繼續愛你
而在妳面前我會假裝不在意
當個工具人 二十四小時待機
不怕我寵壞妳

對不起我騙了妳
捲菸的菸草不來自後山
戒不掉菸 戒不掉妳 該怎麼辦
妳轉身離開我
我知道是我活該
捲菸捲走我的愛 我的愛

上了大學玩了樂團 交了壞朋友
崇拜金錢 崇拜權利 也崇拜成就
白天練團晚上夜店我都待很久
忘了自己忘了初衷 誰能來拯救
迷途的羔羊 每天我照樣
少了妳好像白天少了朝陽
好想變回那個屁孩只會尻槍
而不是獨自翱翔
Oh, I really want to fly
Oh

Ah, 對不起我騙了妳
捲菸的菸草不來自後山
戒不掉菸 戒不掉妳 該怎麼辦
妳轉身離開我
我知道是我活該
捲菸捲走我的愛 我的愛

Yeah, yeah
Oh, yeah, yeah

對不起我騙了妳
捲菸的菸草不來自後山
戒不掉菸 戒不掉妳 該怎麼辦
妳轉身離開我
我知道是我活該
捲菸捲走我的愛 我的愛
捲菸捲走我的愛 我的愛

La-la-la, la-la-la
La-la-la-la-la-la-la-la
La-la-la, la-la-la-la, la-la-la-la
La-la-la, la-la-la
La-la-la-la-la-la-la
La-la-la-la-la-la-la",zh,0.9993271827697754
"Kabasaki, Zeno El Faraón, l0rna, Kristina",LA SACAPUNTAS,7mjWqfMjappj2v1Iw3rXeR,es,3168,False,"Tip-pun-tapun
Kristinando
Yeah, yeah, yeah, yeah (Punta-pun-tapun)
forever
The Queen of the point (Punta-pun-tapun; Kabasaki)
Hey, hey

Late night shows up
Dressed in Prada, the babe gets hot
Don't worry, with me they increase you
That 'desire' to do it to me slowly, and it demands me

They call it the pencil sharpener-pun-tapun
Shoot, then ask-tapun-tapun
And those black heels are joint-pun-tapun
With the—With the .22 semiautomatic always full
And they call it the pencil sharpener-pun-tapun
Shoot, then ask-tapun-tapun
And that 'taco' black' joint-pun-tapun
With the '—With the' panties that surround him, that thing back there that damages my health

I'm a tremendous sata', a manic cat
Magic because without touching it it gets up, and I love it
Everyone knows that Kristina always stands out
That's why in the neighborhood they call me the pencil sharpener.
Take it out because you know I'm very bad
I am the certified server
Because I'm a babydoll, legs like Aventador
Yes, everything you heard is true
They call me the pencil sharpener-pun-tapun
Shoot, then ask, I'm clever
I'm the pencil sharpener, pencil sharpener
Because I'm a little devil, baby, just like you

They call it the pencil sharpener-pun-tapun
Shoot, then ask-tapun-tapun
And those black heels are joint-pun-tapun
With the—With the .22 semiautomatic always full
And they call it the pencil sharpener-pun-tapun
Shoot, then ask-tapun-tapun
And that 'taco' black' joint-pun-tapun
With the '—With the' panties that surround him, that thing back there that damages my health

Man, drugs and money, my mind is like a joint
I wanted to go out quietly and I ended up with the richest
We stole your chain, your money and your boy
But we gave it back to you because I had the small pencil
We enter the club and they separate like the waters of Moses
You are the water and I am dead of thirst
Baby, I don't have time, I'm going to give you an express
So that he can call me again
Whore, faggot and chapi
We take the tip of your pencil
I didn't want to in the ass and you convinced me, daddy
Kristina and Lorena, the Illuminati combo (Ah)

Always active to bite you all
In criminal sex, flow Sinaloa
That butt knocks out like Balboa
The chin of the chain sounds and it soaks
He likes it—He likes it in the car in sport mode and out of the corner of my eye I see it
Who gets excited when the ugly ones follow us'
Always ask for the song ""Colocao"" in the chat
And he is aware that the perreo will continue to live with me
Baby, we have a 'count' pending for a long time
But tonight that debt is paid off
Hitting you hard became a necessary thing for me
And I'm in love with a hitwoman (Meow)

They call it the pencil sharpener-pun-tapun
Shoot, then ask-tapun-tapun
And those black heels are joint-pun-tapun
With the—With the .22 semiautomatic always full
And they call it the pencil sharpener-pun-tapun
Shoot, then ask-tapun-tapun
And that 'taco' black' joint-pun-tapun
With the '—With the' panties that surround him, that thing back there that damages my health

Hmm-hmm
L0rna, ah-ah, ah-ah-ah (Kabasaki)
Hmm-hmm
So you can take the edge off, dad
Kristina, Kabasaki, hmm-hmm
(So you can take the edge off)
You know, daddy
We only hang out with men who make money, not ridicule (Haha)
We are not for love
We are for the 100 bill, haha",en,0.36457422375679016
Stefanie Sun,我懷念的,7z2M7DsEjZjwXBkWG3zd21,zh,781,True,"我問為什麼 那女孩傳簡訊給我
而你為什麼 不解釋低著頭沉默
我該相信你很愛我 不願意敷衍我
還是明白你已不想挽回什麼
想問為什麼 我不再是你的快樂
可是為什麼 卻苦笑說我都懂了
自尊常常將人拖著 把愛都走曲折
假裝了解是怕 真相太赤裸裸
狼狽比失去難受

我懷念的 是無話不說
我懷念的 是一起作夢
我懷念的 是爭吵以後
還是想要愛你的衝動
我記得那年生日
也記得那一首歌
記得那片星空
最緊的右手 最暖的胸口 (Ooh, ooh)

誰記得 誰忘了

想問為什麼 我不再是你的快樂
可是為什麼 卻苦笑說我都懂了
自尊常常將人拖著 把愛都走曲折 (Ah-ah, hah-ah-ah)
假裝了解是怕 真相太赤裸裸 (Hah-ah-ah)
狼狽比失去難受

我懷念的 是無話不說
我懷念的 是一起作夢
我懷念的 是爭吵以後 (Uh, 爭吵以後)
還是想要愛你的衝動
我記得那年生日 也記得那一首歌
記得那片星空 最緊的右手 最暖的胸口
誰忘了
我懷念的 是無言感動
我懷念的 是絕對熾熱
我懷念的 是你很激動
求我原諒抱得我都痛
我記得你在背後 也記得我顫抖著
記得感覺洶湧 最美的煙火 最長的相擁

誰愛得太自由 (誰愛得太自由)
誰過頭太遠了 (誰過頭太遠了)
誰要走我的心 (誰要走我的心)
誰忘了那就是承諾
誰自顧自地走 (誰自顧自地走)
誰忘了看著我 (誰忘了看著我)
誰讓愛變沉重 (誰讓愛變沉重)
誰忘了要給你溫柔

Woah, ooh, woah
我懷念的
我還有想要愛你的衝動
我記得那年生日 也記得那一首歌
記得那片星空 最緊的右手 最暖的胸口

I let go
我讓座
假灑脫
誰懂我多麼不捨得
太愛了
so i
沒有哭
沒有說",zh,0.9997810125350952
